timestamp,transaction_id,customer_id,transaction_total,merchant_category,payment_method,region,total_quantity,total_quantity_7d,reported_transaction_total,is_fraud,reasoning
2024-01-21,96eabbfb,46018e9b84304a719370e2743aaa70f0,3123829,Electronics,Debit Card,Surabaya,72,48.65,3123829,0,"Neither condition is met. 0 equals 0 (no discrepancy), and 1.48 is less than 2.0 (no significant quantity increase)."
2025-05-22,fdac008c,c79916fd878d41f6985ad9282185d6ad,2350351,Clothing,Credit Card,Surabaya,53,38.13,2350351,0,"Neither condition is met. 0 is equal to 0 (no discrepancy), and 1.39 is less than 2.0 (no significant quantity increase)."
2025-03-11,e2794bd9,bd4d9498c8c445d394ce51893c8d7c74,9174542,Clothing,Credit Card,Jakarta,60,84.51,9174542,0,"Neither condition was met. The value 0 is equal to 0, and 0.71 is less than 2.0."
2021-12-22,1b5e288a,86f6740aee494e04a13e88648d0f3672,2295132,Groceries,Credit Card,Surabaya,20,19.23,2295132,0,"Neither condition was met. The value 0 is equal to 0, and 1.04 is less than 2.0."
2024-07-21,88eec83b,aaaf6bc8cb0848a09ce423a93132b2cc,5602620,Electronics,Bank Transfer,Semarang,61,48.8,5602620,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (1.25 >= 2.0) is also false. Therefore, no indicators of fraud were detected."
2022-03-21,ca1a6a28,992febc965a843eea8d194c7ea3c58b1,171752,Sports,PayPal,Jakarta,31,33.33,171752,0,"Neither condition was met. 0 equals 0, and 0.93 is less than 2.0."
2025-11-29,a89ae991,923f3afe872549e18817c2814741ddea,8116917,Home & Garden,Debit Card,Medan,19,11.52,8116917,0,"Neither condition was met. 0 equals 0, and 1.65 is less than 2.0."
2023-01-12,d609ce51,1a4ac16e76e04dc58ab4df3d0e6a3b7c,8120012,Electronics,Debit Card,Surabaya,90,48.65,8120012,0,"Neither condition is met. 0 equals 0, and 1.85 is less than 2.0."
2021-06-10,b1a1a6fd,9813d6030563433ead7cec481ecc6043,1532482,Clothing,Credit Card,Surabaya,58,41.43,1532482,0,"Neither condition is met. 0 is always equal to 0, and 1.4 is less than 2.0, so no fraud indicators are present."
2022-02-24,7fc0d3f3,ab9ef0e1f88c430180bac14c7eb762bb,2650665,Groceries,Credit Card,Semarang,81,61.83,2650665,0,"Neither condition was met. The value 0 is equal to 0, and 1.31 is less than 2.0."
2021-05-27,3be783d9,7bb71f3917b243ecaf2d947d9266e6fc,8054126,Groceries,Credit Card,Jakarta,55,41.98,8054126,0,"Neither condition was met. The first condition (0 != 0) is false, and the second condition (1.31 >= 2.0) is also false. Therefore, no indicators of fraud were detected."
2022-10-09,b883a969,22e531328a204353a4fe4244791b98f2,3260383,Home & Garden,Bank Transfer,Surabaya,30,34.48,3260383,0,"Neither condition was met. The value 0 is equal to 0, and 0.87 is less than 2.0."
2021-11-14,0c66b3d6,78be5d9e56e64bdda2d1978a8d0c6152,3242098,Groceries,Debit Card,Jakarta,16,13.22,3242098,0,"Neither condition is met. The first condition (0 != 0) is always false, and the second condition (1.21 >= 2.0) is also false. Therefore, the transaction is not fraudulent."
2021-02-01,82bd2941,cdcd81a358324cc1a5305942be6a2e62,8709720,Electronics,Bank Transfer,Surabaya,5,3.79,8709720,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.32 is less than 2.0 (no significant quantity increase)."
2021-07-02,e671751b,1a6e05932e644d89806f0071a25be972,4416114,Electronics,Bank Transfer,Bandung,51,36.96,4416114,0,"Neither condition is met. The first condition (0 != 0) is always false, and 1.38 is less than 2.0."
2024-08-06,404632cf,d58c3800ab2741aeb81e38ed894561f3,4582272,Sports,Bank Transfer,Medan,18,10.53,4582272,0,"Neither condition was met. 0 equals 0, and 1.71 is less than 2.0."
2025-11-29,364a2e72,ef709e3d2b1749f7bc0c7d6784da2ce9,9496266,Electronics,Bank Transfer,Surabaya,78,48.45,9496266,0,Neither condition was met. 0 equals 0 (no discrepancy) and 1.61 is less than 2.0 (no significant quantity increase).
2024-11-16,f8288c78,299062f56aa84b3db94c4d7143e43b1d,6756490,Groceries,Credit Card,Bandung,36,20.45,6756490,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.76 is less than 2.0 (no significant quantity increase)."
2022-06-29,b9655973,c23eb81dce9f493c962194aed9c2ac53,6743738,Groceries,PayPal,Jakarta,8,4.12,6743738,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.94 is less than 2.0 (no significant quantity increase)."
2025-09-10,0168f55d,055d8c9aa08e4b74a80886b90daf5e5e,1769303,Groceries,Credit Card,Medan,30,33.33,1769303,0,Neither condition was met. 0 equals 0 (no discrepancy) and 0.9 is less than 2.0 (no significant quantity increase).
2021-01-18,a42c409b,79603b0ef0a34643841ece818c0a69f2,3210605,Sports,Debit Card,Jakarta,69,57.5,3210605,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (1.2 >= 2.0) is also false. Therefore, there is no indication of fraud."
2021-01-29,2c90f927,d6b4c60becd04dc8b9796691ebae09a9,1459113,Clothing,PayPal,Surabaya,90,90.0,1459113,0,Neither condition was met. 0 equals 0 and 1.0 is less than 2.0.
2021-02-10,96be955f,b669ef7a56b642fb8f5f6ec907bf6383,8319318,Groceries,Credit Card,Semarang,13,7.93,8319318,0,"Neither condition was met: 0 equals 0 (no discrepancy), and 1.64 is less than 2.0 (no significant quantity increase)."
2023-07-10,65198f88,4325645284d04b2eae9447e8fece1bd7,2432761,Groceries,Credit Card,Jakarta,84,42.86,2432761,0,Neither condition was met. 0 equals 0 (no discrepancy) and 1.96 is less than 2.0 (no significant quantity increase).
2023-08-12,c811d394,a7fab961a696417780e7f91d8c39692b,6544173,Electronics,Credit Card,Surabaya,92,69.7,6544173,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.32 is less than 2.0 (no significant quantity increase)."
2022-12-11,c8d92215,69bd5f4d3a6d4507837c8f0c06bcd989,4530456,Groceries,Bank Transfer,Surabaya,67,84.81,4530456,0,"Neither condition is met. 0 is equal to 0, and 0.79 is less than 2.0."
2023-05-03,746a64fc,87911183f9b24e32b9a7c0afd8ed6e7a,2003518,Sports,Debit Card,Bandung,4,3.81,2003518,0,"Neither condition was met. 0 is equal to 0, and 1.05 is less than 2.0."
2023-04-29,cf49d825,4d7c69c36f534c72a9f0cce4a686ec61,1966690,Home & Garden,Bank Transfer,Bandung,74,121.31,1966690,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.61 is >= 2.0 (which is false). Therefore, no fraud indicators were found."
2025-10-07,b32d8a3a,3eb72ac121b04206a773231aa1585ba6,1613398,Home & Garden,Credit Card,Jakarta,91,121.33,1613398,0,"Neither condition was met. The first condition (0 != 0) is logically impossible, and the second condition (0.75 >= 2.0) is false."
2023-01-16,239c8ab2,e4b8355a3d9949719739dae60dac9d84,1377595,Clothing,PayPal,Semarang,17,25.76,1377595,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 0.66 is less than 2.0 (no significant quantity increase)."
2021-03-04,0567d71e,401f2977f22f4f6a953c4057e6bebd93,2593660,Clothing,PayPal,Jakarta,93,175.47,2593660,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 0.53 ≥ 2.0 (which is false). Therefore, no fraud indicators were detected."
2025-11-19,8a34af79,7d1f9ed19004446cbec490928a3c3ae3,1976164,Sports,Bank Transfer,Jakarta,24,35.29,1976164,0,"Neither condition was met. 0 is equal to 0, and 0.68 is less than 2.0."
2022-12-19,ebd721da,d52c4447607d4a4db4971a59deceb66e,393854,Electronics,Bank Transfer,Surabaya,8,6.96,393854,0,"Neither condition was met. 0 equals 0, and 1.15 is less than 2.0."
2022-06-03,290c10bc,ac9d8fe006bd4a89b14f11b8b779c753,6467377,Groceries,Debit Card,Semarang,91,72.8,6467377,0,Neither condition was met: 0 equals 0 and 1.25 is less than 2.0.
2024-04-28,14d69694,974fada667f04944a0f1075bc36067a9,9244334,Electronics,Debit Card,Surabaya,30,16.39,9244334,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.83 is less than 2.0, so no fraud indicators were found."
2025-09-09,ad383298,ca03a4044b574d4dae93eb40d1b531c3,6189875,Clothing,Debit Card,Bandung,78,95.12,6189875,0,"Neither condition was met. The value 0 is equal to 0, and 0.82 is less than 2.0."
2025-03-04,2a83dc6a,2604ef50477244799903cf6fd0bede43,6014251,Clothing,Debit Card,Surabaya,64,34.59,6014251,0,"Neither condition was met. The first condition checks if 0 != 0 (which is always false), and the second condition checks if 1.85 >= 2.0 (which is false). Therefore, no fraud indicators were found."
2021-11-07,30c9ef82,8183f3691e1640a6a7682fe511116141,1848620,Sports,Bank Transfer,Surabaya,23,12.23,1848620,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 1.88 ≥ 2.0 (which is false). Therefore, no fraud indicators were found."
2021-03-23,9b6d5ea2,e7c05e0241414c559f53bf66aaba19f1,5610999,Home & Garden,Credit Card,Bandung,38,21.71,5610999,0,"Neither condition was met. 0 equals 0, and 1.75 is less than 2.0."
2023-07-21,23c18f32,7d1a41aed02a4dfabb28f023f904d793,7628806,Groceries,Credit Card,Jakarta,83,82.18,7628806,0,"Neither condition was met. 0 is equal to 0, and 1.01 is less than 2.0."
2023-04-25,bd95473a,03fb6dc9907f418fa39e57f0858a2007,6519190,Electronics,Bank Transfer,Surabaya,29,40.28,6519190,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.72 is less than 2.0 (no significant quantity increase)."
2021-07-20,e56f5358,75bf2ded417444a69f8c3e8e4b56e000,6227950,Clothing,Debit Card,Bandung,42,32.81,6227950,0,"Neither condition is met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 1.28 ≥ 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
2021-06-18,d8644539,00225c5183514babb06bcaff30d285be,3958752,Sports,Debit Card,Medan,93,145.31,3958752,0,"Neither condition is met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 0.64 ≥ 2.0 (which is false). Therefore, no fraud indicators are present."
2021-11-26,5114aa56,04b6e744cd274f86afeb8e1f97005eb7,5827026,Sports,Credit Card,Bandung,54,94.74,5827026,0,"Neither condition was met. The value 0 is equal to 0, and 0.57 is less than 2.0."
2024-12-24,288d20fd,2f3f6bc8b2164e3a99816185c8065ee5,8423134,Clothing,Credit Card,Bandung,25,14.88,8423134,0,Condition 1 (0 != 0) is not applicable as 0 equals 0. Condition 2 (1.68 >= 2.0) is false since 1.68 is less than 2.0. Neither fraud indicator is met.
2022-07-01,f4d16906,7e83865f13094d75ac12c633f7cd0018,7417438,Home & Garden,Debit Card,Surabaya,89,104.71,7417438,0,"Neither condition is met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.85 is >= 2.0 (which is also false). Therefore, the transaction is not fraudulent."
2021-05-14,7e6f2ef1,1ea518e2266f4c978a59ed44ad41fd04,5112620,Groceries,Bank Transfer,Surabaya,63,14.32,1278155,1,The transaction is fraudulent because both conditions are met: -3834465 is not equal to 0 (indicating a discrepancy) and 4.4 is greater than or equal to 2.0 (suggesting a significant quantity increase).
2021-09-05,a75047fe,c8e0de5e31f1488f84eabbb8752ddcff,2986580,Groceries,Bank Transfer,Jakarta,40,22.73,2986580,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.76 is less than 2.0, so no fraud indicators were found."
2025-12-28,c681c0f7,d2b3f2730abb41a083433521cede7cd6,4009639,Clothing,Bank Transfer,Jakarta,38,26.03,4009639,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.46 is less than 2.0, so no fraud indicators were found."
2022-05-19,8162aa10,5758fcb19bd545178f145bdaeeae5d5c,8396894,Electronics,Credit Card,Surabaya,74,63.25,8396894,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (1.17 >= 2.0) is also false."
2021-07-29,f2299b51,342a49234ee94938b575b76ffe55929c,5566287,Clothing,Debit Card,Bandung,22,13.5,5566287,0,"Neither condition was met. The first condition (0 != 0) is inherently false, and 1.63 is less than 2.0, so no fraud indicators were detected."
2024-12-01,b38bfd89,c5192d3d56784f4084d1eeeef20e91e4,4874138,Home & Garden,Debit Card,Medan,2,1.19,4874138,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 1.68 ≥ 2.0 (which is also false). Therefore, no fraud indicators were detected."
2024-12-08,79c54e03,e108f36525714b019afae23af3ae39b2,9987150,Groceries,Credit Card,Bandung,38,23.75,9987150,0,"Neither condition was met. 0 is equal to 0, and 1.6 is less than 2.0."
2022-09-13,bdba1cee,4da158d7d06841259bb5f40dd94d53ae,9196626,Clothing,Debit Card,Surabaya,5,6.76,9196626,0,"Neither condition was met. 0 is equal to 0 (no discrepancy), and 0.74 is less than 2.0 (no significant quantity increase)."
2022-11-01,b367e450,546dac2689724f81a8079ba8c370f38a,2011189,Clothing,Bank Transfer,Jakarta,34,30.36,2011189,0,"Neither condition was met. 0 equals 0, and 1.12 is less than 2.0."
2025-12-11,822877cb,05a35b2568b14deabeb56a8db4e38163,6730366,Clothing,Debit Card,Medan,28,54.9,6730366,0,"Neither condition is met. 0 is equal to 0, and 0.51 is less than 2.0."
2024-01-20,4646882f,7c5705c0ec85437986210e979b35be5d,2344980,Clothing,Credit Card,Jakarta,9,8.91,2344980,0,"Neither condition was met. 0 equals 0, and 1.01 is less than 2.0."
2022-10-21,e3f8954f,fb39d506c14c479cbebd6f18f7ac3e1d,6332473,Home & Garden,Debit Card,Surabaya,31,18.45,6332473,0,Neither condition is met. 0 equals 0 (no discrepancy) and 1.68 is less than 2.0 (no significant quantity increase).
2022-04-26,a0621d52,242d97e49aeb48b69dbd54453e945047,6426045,Electronics,Bank Transfer,Jakarta,82,138.98,6426045,0,"The first condition checks if 0 is not equal to 0, which is always false. The second condition checks if 0.59 is >= 2.0, which is also false. Neither condition is met, so the transaction is not fraudulent."
2022-10-25,df925bc8,81b394a847aa40b2915cb40409caa779,9104777,Groceries,Credit Card,Surabaya,21,18.58,9104777,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.13 is >= 2.0 (which is false). Therefore, no fraud indicators were found."
2023-07-05,ddbbdfce,ea6b29841f894208b84d0df6b48ef43d,5279197,Home & Garden,Credit Card,Bandung,85,21.91,5279197,1,"The transaction is fraudulent because the quantity (3.88) is greater than or equal to 2.0, meeting condition 2."
2022-01-28,ec1db5b1,af7a825c11a54ce794bdc3bd7303c614,3802305,Groceries,Bank Transfer,Surabaya,60,68.97,3802305,0,"Neither condition is met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.87 is >= 2.0 (which is false). Therefore, the transaction is not fraudulent."
2021-06-18,bf4b7a41,a936d671a7c04dd7b40236c8fc71aa3d,5068671,Electronics,Debit Card,Surabaya,48,51.06,5068671,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (0.94 >= 2.0) is also false. Therefore, no fraud indicators were detected."
2022-07-05,6a557f49,2edd2965cb5246029298b4f628c132a7,4153241,Sports,Bank Transfer,Bandung,16,13.22,3239527,1,"The value -913714 is not equal to 0, indicating a discrepancy in transaction totals, which is a strong indicator of potential fraud."
2024-09-02,58efa4a1,0ba2ee483ac844799406cbb0a301d9dd,9874802,Clothing,PayPal,Surabaya,46,46.46,9874802,0,"Neither condition was met. The value 0 is always equal to 0, and 0.99 is less than 2.0."
2023-03-21,17d3cb78,7ddd2d286d974d80be368d27fdea5399,5141829,Sports,Credit Card,Semarang,14,3.06,5141829,1,"The transaction is fraudulent because the quantity (4.58) is greater than or equal to 2.0, meeting condition 2."
2024-06-11,cd6ce195,c225694052e2489faf25a73e4a10baa6,7922395,Groceries,Credit Card,Jakarta,69,59.48,7922395,0,"Neither condition was met. 0 is equal to 0, and 1.16 is less than 2.0."
2022-08-12,113a9e6d,35984dff7da849dbb994ae6189d410ee,7999783,Electronics,Debit Card,Surabaya,2,1.96,7999783,0,"Neither condition was met. 0 is equal to 0, and 1.02 is less than 2.0."
2021-06-01,4873830f,95e7d655e2a84a26bced78cc99ac198c,7811200,Electronics,Bank Transfer,Medan,36,29.51,7811200,0,"Neither condition was met. The value 0 is equal to 0, and 1.22 is less than 2.0."
2022-09-18,8a3bf147,589ce523d40a479b84680e06e3cea9f7,7577619,Home & Garden,Bank Transfer,Jakarta,21,32.81,7577619,0,"Neither condition was met. The value 0 is equal to 0, and 0.64 is less than 2.0."
2024-01-15,f7e2a079,14f28ebe7b31438e9d6ac8346e71d044,3588445,Electronics,Debit Card,Surabaya,47,26.7,3588445,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.76 is less than 2.0 (no significant quantity increase)."
2024-08-04,f790bc49,9935499b725e4cb6a8851c3715e4c589,9182750,Electronics,Debit Card,Jakarta,21,11.67,9182750,0,"The first condition (0 != 0) is never true because 0 equals 0. The second condition (1.8 >= 2.0) is also false since 1.8 is less than 2.0. Neither condition is met, so the transaction is not fraudulent."
2025-11-12,7b2fc199,a7a29bfd74504670bd61f1275c4336a1,6402931,Groceries,Credit Card,Surabaya,73,105.8,6402931,0,"Neither condition was met. 0 is equal to 0, and 0.69 is less than 2.0."
2025-11-21,14437cef,56885fbdbc5c489ca9fc56284098c30f,5166866,Home & Garden,PayPal,Medan,53,33.54,5166866,0,"Neither condition is met. 0 equals 0 (no discrepancy), and 1.58 is less than 2.0 (no significant quantity increase)."
